2026_05_25_artefact_audit_and_cleanup_plan_cheap_cleanup_plan	Cheap zero-LLM cleanup plan (chunker+materialize+pattern-delete+docs)
2026_05_31_v2_artefact_rebuild_and_facet_design_doc	Handoff: v2 artefact rebuild design + facet/semantic redesign (2026-05-31)
2026_05_31_v2_artefact_rebuild_and_facet_design_eval_oracle_holdout	Eval oracle (answerable/unanswerable_questions) must be holdout, not corpus
2026_05_31_v2_artefact_rebuild_and_facet_design_facet_framework	Facet redesign: facets as semantic dimensions from 7 linguistic traditions
2026_05_31_v2_artefact_rebuild_and_facet_design_mapping_key	Per-dataset declarative settings-file key (cross-refs + identity only)
2026_05_31_v2_artefact_rebuild_and_facet_design_nvidia_host	v2 tagger host = NVIDIA NIM (forever-free 40 RPM, rate-limiter required)
2026_05_31_v2_artefact_rebuild_and_facet_design_reference_resolver_keystone	Keystone implementation = reference resolver (resolve + hash-verify + fail-loud)
2026_05_31_v2_artefact_rebuild_and_facet_design_reference_triple	Reference triple {file_id, scheme, address} + read-in-place/hash-verify
2026_05_31_v2_artefact_rebuild_and_facet_design_references_not_copies	v2 core stance: graph is a reference index over untouched raw, not copies
2026_05_31_v2_artefact_rebuild_and_facet_design_retag_facet_analysis	v1 facets underspecified -> degraded into token-extraction (~18% junk)
2026_05_31_v2_artefact_rebuild_and_facet_design_routing_model	Retriever routing = weighted activation propagation, no hard filters
2026_05_31_v2_artefact_rebuild_and_facet_design_shape_probe	Shape probe (dataset-agnostic, recovers structural schema with source names)
2026_05_31_v2_artefact_rebuild_and_facet_design_v1_snapshot	v1 preserved (tag artefact-v1 @244beb7, branch + dump + sibling DB) = comparison baseline
2026_05_31_v2_artefact_rebuild_and_facet_design_v2_facet_set	v2 facet set: topic/process/stance/communicative-function/temporal-stance(TAM)
2026_05_31_v2_artefact_rebuild_and_facet_design_v2_pipeline	v2 pipeline scan to probe to reference to structure to tag to retrieve
2026_06_03_v2_chunking_model_design_coherent_episode	Chunk as coherent episode, not fixed-size window
2026_06_03_v2_chunking_model_design_covers_edge	COVERS edge joining record references to chunks
2026_06_03_v2_chunking_model_design_deterministic_seam_finder	Deterministic boundary seam-finder (no embeddings, no LLM)
2026_06_03_v2_chunking_model_design_doc	Handoff: v2 chunking model design (2026-06-03)
2026_06_03_v2_chunking_model_design_materialized_path	Materialized path index as integer components
2026_06_03_v2_chunking_model_design_no_overlap	No chunk overlap (protects references-not-copies)
2026_06_03_v2_chunking_model_design_no_parent_node	Subchunks share path prefix, no parent node
2026_06_03_v2_chunking_model_design_records_vs_prose_per_position	Records-vs-prose is per-position in the tree
2026_06_03_v2_chunking_model_design_structure_chunk_handoff_depth	Structure-to-chunk handoff depth (read off shape)
2026_06_04_v2_chunk_cap_and_budget_cap_3000_tokens	Cap approx 3000 tokens (calibration seed)
2026_06_04_v2_chunk_cap_and_budget_doc	Handoff: v2 chunk cap / budget design (2026-06-04)
2026_06_04_v2_chunk_cap_and_budget_embedding_placement	Embedding placement: tag concept-embedding on Tag, description-embedding on Chunk, weight on edge
2026_06_04_v2_chunk_cap_and_budget_focus_span_cap	Chunk cap is the tagger's focus span, not an embedder limit
2026_06_04_v2_chunk_cap_and_budget_per_content_kind_seams	Seams per content-kind (chat/prose/records) dispatched by probe shape
2026_06_04_v2_chunk_cap_and_budget_records_canonical_path	Records ride the canonical path; subchunk fragments the only minted tier
2026_06_04_v2_chunk_cap_and_budget_uniform_split_rule	Uniform split rule: walk to strongest seam, recurse, no minimum size
2026_06_09_weight_production_measure_not_emit_all_facet_weights_one_edge	All facet weights on the same chunk-tag edge, not one edge per facet
2026_06_09_weight_production_measure_not_emit_anchoring_reduction	Anchoring reduction 85% single-pass to 12.3% two-pass derived
2026_06_09_weight_production_measure_not_emit_combinator	Combinator: prompt-conditioned weighted dot product, accumulation not max
2026_06_09_weight_production_measure_not_emit_doc	State doc 2026-06-09: weight production measure-not-emit
2026_06_09_weight_production_measure_not_emit_fewer_richer_tags	Fewer, richer phrase-level tags with context on the edge
2026_06_09_weight_production_measure_not_emit_isotropy_problem	Anisotropic cosine on this corpus (collapses to ~0.8 band)
2026_06_09_weight_production_measure_not_emit_llm_cannot_weight	An LLM cannot emit correct weights (v1 evidence: 85% round-number anchoring)
2026_06_09_weight_production_measure_not_emit_measure_dont_emit	Measure, don't emit: geometry produces weights, model never emits a number
2026_06_09_weight_production_measure_not_emit_tag_description_distance	Tag-vs-description embedding distance as a relevance signal (later killed)
2026_06_09_weight_production_measure_not_emit_three_edge_weights	Three v2 edge weights (chunk-file, chunk-tag, tag-facet)
2026_06_09_weight_production_measure_not_emit_w_chunk_formula	v1 w_chunk derivation (strength x coverage_bonus)
2026_06_11_v2_facet_carriers_and_build_gate_all_facets_evaluations	All facets are evaluations: each facet weight = how much of that facet the tag carries
2026_06_11_v2_facet_carriers_and_build_gate_asked_for_given_split	Asked-for vs given split: rank by requested dimension, narrow by presupposed scope (no numeric prompt emphasis)
2026_06_11_v2_facet_carriers_and_build_gate_axis_apparatus_dead	Axis/projection weight apparatus (SemAxis, pole words) is DEAD
2026_06_11_v2_facet_carriers_and_build_gate_description_dead	Chunk description killed: union of phrase tags IS the chunk content
2026_06_11_v2_facet_carriers_and_build_gate_design_before_build_gate	Design-before-build gate: no pipeline code until the stage's design is signed off
2026_06_11_v2_facet_carriers_and_build_gate_doc	State doc 2026-06-11: v2 facet carriers and build gate
2026_06_11_v2_facet_carriers_and_build_gate_facets_dual_role	Facets dual-purpose: narrowing entry into corpus + prompt-priced weight modifier
2026_06_11_v2_facet_carriers_and_build_gate_interpreter_contract	Interpreter contract: one toolless LLM call emitting text/categories only (need, subjects, action, function, stance, time, literals, shape)
2026_06_11_v2_facet_carriers_and_build_gate_linguistics_to_interpreter	Linguistics belongs to the interpreter (decomposing the prompt for tools/routes)
2026_06_11_v2_facet_carriers_and_build_gate_node_edge_split	Node/edge split: intrinsic per-phrase value on node, sibling-relational value on edge
2026_06_11_v2_facet_carriers_and_build_gate_per_facet_unique_mechanism	Each facet gets its own unique weight-production mechanism (concept uniform, instrument per-facet)
2026_06_11_v2_facet_carriers_and_build_gate_phrase_is_the_node	Phrase tag IS the node: per-chunk contextual phrase + embedding, no bare-word shared nodes, no synonym merge
2026_06_11_v2_facet_carriers_and_build_gate_polarity_not_geometry	Polarity does not survive embedding similarity; stance direction must be explicit text/label
2026_06_11_v2_facet_carriers_and_build_gate_proximity_linking	Cross-chunk linking by phrase-embedding proximity (emergent neighborhood), not node identity
2026_06_11_v2_facet_carriers_and_build_gate_scan_probe_built	First v2 pipeline slice built: scan + probe stages, 12 tests green
2026_06_11_v2_facet_carriers_and_build_gate_sibling_centrality	Sibling centrality: tag's relational value against its chunk's own tag cloud, per facet, on the chunk-tag edge
2026_06_11_v2_facet_carriers_and_build_gate_swefn_grounding	Swedish FrameNet (SweFN) frame-semantics grounding for the process facet
2026_06_12_v2_graph_spine_and_literal_matching_ambiguity_rule	Ambiguity rule: all candidates boosted, confidence tiers boost size, jump only on exact-unique single anchor
2026_06_12_v2_graph_spine_and_literal_matching_chunk_file_weight_dead	Chunk-file relevance weight DEAD (containment edge carries no number; coherence chunking solves filler demotion)
2026_06_12_v2_graph_spine_and_literal_matching_doc	State doc 2026-06-12: v2 graph spine and literal matching
2026_06_12_v2_graph_spine_and_literal_matching_docs_removal_not_banners	Docs reconciliation by removal not banners: dead content deleted, tombstones only to block revival
2026_06_12_v2_graph_spine_and_literal_matching_embed_only_phrase_tags	One embedding surface: embed phrase tags only (no field values, descriptions, or raw chunks)
2026_06_12_v2_graph_spine_and_literal_matching_field_handling_by_shape	Field handling follows value shape (dates to time-range, id-shaped to id-sets, few-distinct to labels, names raw-only, long text to content); finalize at mapping key
2026_06_12_v2_graph_spine_and_literal_matching_hard_fields_attributes	Hard fields are indexed chunk attributes (author ids, time range, kind, channel labels, materialized path)
2026_06_12_v2_graph_spine_and_literal_matching_herb_twins	HERB product twins (ContentForce/ContextForce etc.) only separable by exact matching, not embeddings/string-distance
2026_06_12_v2_graph_spine_and_literal_matching_id_joins_replace_entity_bridges	Multi-hop via id-joins through chunk attributes + raw directory reads (entity-node bridges impossible without entity nodes)
2026_06_12_v2_graph_spine_and_literal_matching_literal_matching_pipeline	Literal-matching pipeline: exact+normalization pre-pass, vocab-free interpreter type/wanted-vs-excluded flag, scoped distance lookup on miss, paraphrase to semantics
2026_06_12_v2_graph_spine_and_literal_matching_multi_hit_boosts_only	Multi-hit rule: multiple hard-field hits = additive boosts only, no multi-anchor jump
2026_06_12_v2_graph_spine_and_literal_matching_no_corpus_vocab_in_interpreter	No corpus vocabulary in the interpreter's context (cost boundary; deterministic resolution is free)
2026_06_12_v2_graph_spine_and_literal_matching_no_inventories_in_graph	No value inventories/metadata mirrors in the graph: values live in raw, graph holds field connection + references
2026_06_12_v2_graph_spine_and_literal_matching_node_attribute_rule	Node/attribute rule: node only if others resolve through it or retrieval walks through it; otherwise an attribute
2026_06_12_v2_graph_spine_and_literal_matching_spine_source_file_chunk_tag	v2 graph spine: Source to File to Chunk to Tag, nothing else is a node
2026_06_14_v2_facets_as_relevance_channels_breakthrough	Facets as parallel relevance channels (the breakthrough)
2026_06_14_v2_facets_as_relevance_channels_combine_channels	Routing sums per-facet channels weighted by prompt's per-facet emphasis
2026_06_14_v2_facets_as_relevance_channels_derive_corpus_stage0	derive-corpus stage 0: structural eval quarantine, one corpus view only
2026_06_14_v2_facets_as_relevance_channels_doc	State doc 2026-06-14: facets as parallel relevance channels
2026_06_14_v2_facets_as_relevance_channels_facet_is_coordinate	A facet is a relevance coordinate / a tag's character, not a bucket
2026_06_14_v2_facets_as_relevance_channels_open_production	OPEN: how a single phrase's per-facet relevance is produced (measurement, not emission)
2026_06_14_v2_facets_as_relevance_channels_production_options	Two options: query-time measure (i) vs build-time derived coordinate (ii)
2026_06_14_v2_facets_as_relevance_channels_reject_abstract_distance	Rejected: tag-embedding vs abstract-facet-embedding distance
2026_06_14_v2_facets_as_relevance_channels_reject_bucket	Rejected: facet as bucket/container/chunk-attribute
2026_06_14_v2_facets_as_relevance_channels_reject_design_from_retrieval	Rejected: designing the tagger from the retrieval side
2026_06_14_v2_facets_as_relevance_channels_relevance_measured	Per-facet relevance is measured/derived downstream, never model-emitted
2026_06_14_v2_facets_as_relevance_channels_same_facet_matching	Same-facet content-to-content matching (topic to topic, stance to stance)
2026_06_14_v2_facets_as_relevance_channels_schema_revalidate	Approved tagger output schema predates the breakthrough - reopened, re-validate
2026_06_14_v2_facets_as_relevance_channels_tag_one_phrase	A tag is ONE phrase carrying meaning; facet structure carries relevance separately
2026_06_14_v2_facets_as_relevance_channels_v1_concept_sound	v1 tag concept was sound; the model-emitted weights were the rot
2026_06_14_v2_facets_as_relevance_channels_weights_one_edge	Per-facet weights ride ONE chunk-tag edge (a facet vector)
2026_06_18_v3_eval_both_scorers	Do BOTH scorers: HERB exact anchor + RAGAS primary lens (not either/or)
2026_06_18_v3_eval_construct_validity	Construct-validity: answer scoring measures the whole pipeline; deterministic ctx + oracle setting keep an endpoint on retrieval
2026_06_18_v3_eval_deterministic_ctx	Deterministic citation-based context precision/recall (ID-based / non-LLM), not the judged variants
2026_06_18_v3_eval_generation_placement_open	OPEN: generation placement (arm-side vs orchestrator-side)
2026_06_18_v3_eval_harness_doc	State doc 2026-06-18: v3 evaluation harness (HERB + RAGAS)
2026_06_18_v3_eval_herb_only	HERB only for now; Bonnier deferred
2026_06_18_v3_eval_metricscore_atoms	Evaluators emit raw per-question MetricScore (tidy long), never pre-aggregated
2026_06_18_v3_eval_open_locks	Open locks: generator, judge (re-run baselines if not GPT-4o), top-k, question set, calibration size
2026_06_18_v3_eval_ragas_primary_herb_anchor	RAGAS-on-answer is the primary lens; HERB's exact scorer is the anchor
2026_06_18_v3_eval_reject_artefact_as_retriever	Rejected: treating the artefact as 'just another retriever' scored by IR recall@k (category error)
2026_06_18_v3_eval_reject_ragas_useless	Rejected: 'RAGAS is reference-free therefore useless' (overstatement walked back)
2026_06_18_v3_eval_structural_quarantine	Structural quarantine: corpus physically oracle-stripped; truth read in place from raw
2026_06_18_v3_eval_three_arms_one_generator	Three arms (artefact/lucene/vector), one shared generator, shared top-k
2026_06_18_v3_eval_v2_buildsite_v3_clean	Working model: v2 = build-site (mess allowed), v3 = clean lean extraction destination
2026_06_23_vector_independence_arms_share_only	v3 arms share only the corpus on disk + the injected generator; each reads, indexes and ranks the corpus with its own code (the independent variable the experiment measures); the only shared import is contract.py
2026_06_23_vector_independence_doc	State doc 2026-06-23: v3 vector arm independence + comment-hygiene canon
2026_06_23_vector_independence_nim_transport	nim.py = shared NIM REST transport (httpx, OpenAI-compatible endpoints); the orchestrator generator and the vector embedder both POST via nim.post; shared plumbing like contract.py, not retrieval logic; openai SDK is not a dependency
2026_06_23_vector_independence_no_history_rule	Canon rule: comments, docs and commits state only the present, as if written right the first time; never narrate a past mistake, change, or review finding (it invents fake history and pollutes the graph + memory)
2026_06_23_vector_independence_open_decisions	Open (undecided): lucene documents.feedback parity, slack userId/channel tokens in the embedded passage, empty-text artifact handling, README anti-sharing phrasing cleanup
2026_06_25_v3_vector_eval_answer_correctness_added	answer_correctness was missing from ragas_catalog (which claimed to be complete) and was added to the import, _REGISTRY (needs LLM + embeddings) and CATALOG; audit confirmed it was the only genuinely missing metric
2026_06_25_v3_vector_eval_arms_share_corpus_and_generator	3 arms — artefact (SUT, retrieval graph unbuilt), lucene (BM25 built), vector (dense, index cached) — share ONLY the corpus on disk + the injected generator; each has its own retrieval code
2026_06_25_v3_vector_eval_baselines_topk_equals_k	Both baselines (lucene, vector) are single-stage no-rerank so top-k = k always; their differentiation is token cost from content size, not count
2026_06_25_v3_vector_eval_circuit_breaker	Generation circuit breaker aborts after MAX_CONSECUTIVE_FAILURES (default 10) consecutive failures ('backend likely down') — this is what stopped the throttled run at q24
2026_06_25_v3_vector_eval_doc	State doc 2026-06-25: v3 vector arm + RAGAS-only eval, k-vs-top-k, k=50/gold-100, structured generator, NIM throttle run ops
2026_06_25_v3_vector_eval_embed_cache	Vector embedding cache: output/embed_cache/llama-nemotron-embed-1b-v2_<hash>.npz (~328 MB, gitignored) + readable <hash>.cost.json, built once (38,540 artifacts, 19 batched calls, ~206s, ~2.72M tokens); EMBED_BATCH raised 64→2048 with split-on-413 recursion and content-addressed atomic write
2026_06_25_v3_vector_eval_four_judged_metrics	The 4 judged RAGAS metrics: answer_correctness, faithfulness, context_precision (with-reference = context_precision_llm_ref), context_recall (LLMContextRecall = context_recall_llm), plus the free deterministic ones
2026_06_25_v3_vector_eval_herb_citation_distribution	HERB citation distribution over 815 answerable: min 11, median 52, mean 71, p90 170, p99 298, max 683 — so at k=10 zero questions reach full citation recall; recall@k is structurally capped by HERB, reported honestly, equal across arms for fairness
2026_06_25_v3_vector_eval_immediate_next_task	Immediate next task: get the gold-100 vector run + RAGAS eval to complete past the NIM throttle — resume run.py --arm vector --set gold -k 50 --out output/vector__gold100__20260625T005804Z with 2s pacing, raise NIM_MIN_INTERVAL_S if still throttled
2026_06_25_v3_vector_eval_k_50_gold100	k=50 over gold-100 (not the full 1514) is the chosen run: 50 justified by HERB's median 52 citations, recall-meaningful and feasible, and you can truncate stored top-50 to any smaller eval depth (run high, limit later, never higher)
2026_06_25_v3_vector_eval_k_is_global_ceiling	k = the global CEILING: one fixed number identical for every arm, chosen for experiment feasibility, the controlled variable and the -k CLI flag (currently 50) — the most an arm may retrieve and feed the generator
2026_06_25_v3_vector_eval_lucene_deterministic_no_cache	Lucene confirmed: real BM25 over 38,540 docs, deterministic (Porter2/Snowball, no model), needs no cache; its BuildStats is 0-model-cost at ~3.9s
2026_06_25_v3_vector_eval_nim_429_burst_hypothesis	HYPOTHESIS (likely): the NIM 429s are burst-triggered throttling not quota (fast ~14 questions then pegged ~30s/q, token-bucket signature; tiny + 40k-token probes succeeded right after) — confirm by restarting with 2s pacing, else raise NIM_MIN_INTERVAL_S
2026_06_25_v3_vector_eval_nim_even_pacing	nim.py transport adds an even-pacing floor _MIN_INTERVAL_S (default 2.0s, env NIM_MIN_INTERVAL_S) on top of the sliding-window cap (RATE_LIMIT_PER_MIN=38) to kill the opening burst; retries 408/429/5xx (6 tries / 300s deadline), raises on other 4xx and on retry exhaustion
2026_06_25_v3_vector_eval_no_eval_parallelism_on_rate_ceiling	UNCERTAIN whether parallelizing helps: if 429s are a rate ceiling concurrency makes it worse; eval concurrency is not built (only generation has --workers) — do not throw parallelism at a rate ceiling
2026_06_25_v3_vector_eval_no_production_rag_framing	REJECTED: importing a production-RAG / answer-quality-tuning frame (lost-in-the-middle, optimal-k, reranking pools, 'what production feeds the LLM', presupposed reranker) to argue down the design — this is a controlled eval-cutoff comparison, not a product to tune
2026_06_25_v3_vector_eval_no_ragas_cutoff_param	RAGAS has no @k/cutoff parameter: context-precision is internally a mean of Precision@k over the retrieved list, so to score at a depth you truncate the retrieved list and re-score; free id-based metrics make the depth curve cheap
2026_06_25_v3_vector_eval_per_question_resumable	Run flow (run.py → orchestrator.run): generate all chosen questions resumably per-question via arm_outputs.jsonl + _done_ids, then RAGAS-score the full set; eval write is per-question append+flush with torn-write recovery, --no-eval = gen only, --build = build+cache index and exit
2026_06_25_v3_vector_eval_press_q_abort_no_prompt	Press q to abort a run gracefully (abort.py, Windows msvcrt, watch()/aborted()); the blocking y/N pre-run confirmation prompt was removed in favor of mid-run abort
2026_06_25_v3_vector_eval_ragas_canonical_sources	For any RAGAS question consult canonical sources — EACL 2024 paper arXiv:2309.15217 + docs.ragas.io, not blogs/memory; references are written into lucene.py, vector.py, eval/ragas.py so the user stops re-supplying them
2026_06_25_v3_vector_eval_ragas_catalog_structure	eval/ragas_catalog.py is canonical: CATALOG (37 metrics), ALWAYS (11 free deterministic always-run), SELECTED (judged opt-ins), metrics_to_run() = ALWAYS + SELECTED = 15 now
2026_06_25_v3_vector_eval_ragas_only_no_herb_scorer	SCORING IS RAGAS ONLY: there is no HERB scorer; eval/herb.py was deleted and the old HERB+RAGAS / two-way / HERB-anchor framing is dead and purged (supersedes the 2026-06-18 scoring framing)
2026_06_25_v3_vector_eval_relevant_k_retrieved_k_reference_only	relevant-k (~5, LangChain 4 / LlamaIndex 2) and retrieved-k (~50, MS MARCO top-1000 rerank pool) are literature reference baselines only, not knobs in this harness (no reranker), never conflated with k or top-k
2026_06_25_v3_vector_eval_structured_output_generator	The shared generator (orchestrator.build_shared_generator) = Mistral Large 3 on NIM at temperature 0 using OpenAI structured output (response_format json_schema, _ANSWER_SCHEMA {answer:string}), parsing json.loads(content)['answer'] and raising per-question on a non-str; only the answer is the model's job
2026_06_25_v3_vector_eval_supersedes_2026_06_18	Supersedes the 2026-06-18 v3 eval-harness state doc on scoring: that doc's HERB+RAGAS / RAGAS-primary-HERB-anchor / both-scorers framing predates the RAGAS-only and k/top-k decisions and is treated as partially outdated
2026_06_25_v3_vector_eval_topk_is_per_arm_actual_return	top-k = each arm's ACTUAL return under the ceiling (per-arm, ≤ k), the measured thing read off via the arm's token cost; collapsing k and top-k into one global k is the cardinal sin of this session
2026_06_25_v3_vector_eval_vector_embedder_nemotron	The vector arm uses nvidia/llama-nemotron-embed-1b-v2 (not all-MiniLM): the references use strong retrieval-tuned embedders, all-MiniLM is English-only + 256-token and cannot fit HERB docs or the deferred Swedish Bonnier set
2026_06_25_v3_vector_eval_words_are_canon	User's words are the canon: when the user defines the experiment that IS the spec; never 'correct' it with references, production-RAG norms, or training pattern-matching
artefact_chunk_rationale_1	Stage 4: chunk — form coherent episodes over the recovered structure.  Fully det
artefact_chunk_rationale_102	Yield each concrete json-pointer a '*'-pattern matches in `data`.     Missing/op
artefact_chunk_rationale_131	Contiguous char spans tiling `text`, each ≤ cap_chars, cut on the     strongest
artefact_chunk_rationale_156	Over-cap unit → fragments ≤ cap: pack whole leaves; char-span-split a     single
artefact_chunk_rationale_177	Each record is one coherent chunk of its content leaves — sibling records     ar
artefact_chunk_rationale_196	Pack consecutive records (source order) toward the cap on clean record     bound
artefact_chunk_rationale_259	Split a channel's time-ordered stream into episodes: a new episode on a     day
artefact_chunk_rationale_282	Over-cap episode → fragments ≤ cap, recursively cutting at the largest     inter
artefact_chunk_rationale_298	True when this collection's content leaf is prose (its pointer pattern is     in
artefact_chunk_rationale_306	Chunk one parsed file. Dispatches each content collection by kind:     conversat
artefact_chunk_rationale_348	Scan a corpus-view dataset dir and chunk every JSON file in it. The     prose-vs
artefact_chunk_rationale_93	RFC 6901 get. Raises (loud) on a miss — used only on known-present pointers.
artefact_derive_corpus_rationale_1	One-time prep: derive the corpus view a dataset's pipeline run scans.  The publi
artefact_graph_store_rationale_1	Materialize the artefact graph into Neo4j: `Source -[:CONTAINS]-> File -[:CONTAI
artefact_graph_store_rationale_102	A chunk reference in the resolver's self-resolving contract     (`resolver_proto
artefact_graph_store_rationale_129	Load the tags npz into the arrays the ingest needs. Returns the matrix     as fl
artefact_graph_store_rationale_150	Build one UNWIND row per (chunk, position-in-chunk) tag emission.     `embedding
artefact_graph_store_rationale_231	Print + return node/edge counts for inspection. Fails loud if the     sentinel i
artefact_graph_store_rationale_254	Best-effort on-disk size of the Neo4j database directory (local install     layo
artefact_index_rationale_1	artefact/index.py — the in-memory query engine's view of the lean graph.  Holds
artefact_index_rationale_110	Build the in-memory index: load the tags npz, mean-center the tag     matrix, an
artefact_index_rationale_161	Read + hash-verify + parse a product JSON once, memoized in `cache` so     the p
artefact_index_rationale_187	RFC 6901 get into `doc` (loud on a miss) — a local copy so the per-ref     hot p
artefact_index_rationale_200	Resolve a chunk's references in order, hash-verified, and concatenate     them i
artefact_index_rationale_237	The `/collection/index` pointer to the record a ref lives in. A ref's     addres
artefact_index_rationale_254	The deduped artifact `id` strings for every record a chunk covers. For     each
artefact_index_rationale_36	The in-memory artefact index: tag embeddings + chunk metadata + the     chunk-id
artefact_index_rationale_65	Locate the tags embedding npz. Fails loud if absent or ambiguous.
artefact_index_rationale_94	Subtract the corpus mean vector, re-L2-normalize. Returns     (centered_matrix,
artefact_interpreter_rationale_1	Stage query: interpret — one stateless structured call per prompt emits facet ph
artefact_interpreter_rationale_127	Fail loud on a schema-breaking response — never a silent partial.
artefact_interpreter_rationale_171	One stateless temp-0 structured call → (parsed_json, usage). Fail loud     on a
artefact_interpreter_rationale_226	`per_type` per HERB answer type (person/content/company/pr/url).
artefact_interpreter_rationale_237	Run the interpreter on a stratified slice of the gold-100 set; print     each qu
artefact_prepass_rationale_1	Stage query: pre-pass — deterministic literal matching against the corpus name
artefact_prepass_rationale_113	excluded if the text immediately before the match ends with an     exclusion ke
artefact_prepass_rationale_120	Deterministic literal match of `prompt` against the corpus name     directories
artefact_prepass_rationale_152	Drop exact duplicates (same span/kind/polarity/start/end) — e.g. an     employe
artefact_prepass_rationale_167	Drop a match whose [start, end) is fully contained in another match's     — e.g
artefact_prepass_rationale_187	Diagnostic: how many names of each kind are loaded.
artefact_prepass_rationale_60	Load + cache the three name directories. Fail loud on missing files.
artefact_prepass_rationale_92	Case-fold + collapse whitespace runs to a single space. Returns the     normali
artefact_probe_rationale_1	Stage 2: probe — recover the structural schema from shape. Meaning-free.  Profil
artefact_probe_rationale_124	Fuse the shapes of many files into one tree. Order-independent.      With `conte
artefact_probe_rationale_154	Median length of a scalar position's string instances (0 if it has none).     Th
artefact_probe_rationale_216	Sets -> sorted lists, and a scalar's `str_lens` distribution -> compact     summ
artefact_probe_rationale_243	True when a parsed file's top-level object carries a content-collection     root
artefact_probe_rationale_257	The set of content-leaf pointer patterns that are PROSE (typical length     >= L
artefact_probe_rationale_57	One value -> its shape signature.      A scalar position carries the lengths of
artefact_probe_rationale_77	Merge two shape signatures (array-element fusion and cross-file fusion).
artefact_resolver_prototype_rationale_1	v2 reference-resolver prototype — proves the 'graph is references' stance.  A re
artefact_resolver_prototype_rationale_34	RFC 6901. Raises (loud) on any miss — never returns a silent default.
artefact_resolver_prototype_rationale_59	ref = {file_path, sha256, scheme, address}. Fail loud on hash mismatch.
artefact_scan_rationale_1	Stage 1: scan — catalog raw files. Dumb and meaning-free.  Walks a dataset direc
artefact_scan_rationale_62	Catalog every file under dataset_dir. Fails loud on the first broken file.
artefact_tag_rationale_1	Stage 5: tag — one stateless structured call per chunk emits contextual phrase t
artefact_tag_rationale_106	`take` items evenly spread across a bucket — variety, deterministic.
artefact_tag_rationale_114	n chunks stratified across content-kinds (round-robin allocation).
artefact_tag_rationale_128	Tag n stratified chunks on `model` via NIM; print tags-by-chunk_id and the     u
artefact_tag_rationale_175	chunk_ids already tagged (by any model). Tolerates a torn final line from a
artefact_tag_rationale_196	Blast-until-wall across a model pool into ONE resumable checkpoint     (output/t
artefact_tag_rationale_291	The artefact arm's build cost in the SAME contract vocabulary the lucene/vector
